Run,Env,PET_Abundance.x,MHET_Abundance.x,Bioproject,Biosample,Source,Location,Latitude,Longtitude
SRR9691042,wetland,1.023594049,1.905899129,PRJNA554750,SAMN12282980,soil metagenome,,30.88,105.39
SRR9691043,wetland,0.829310703,0.184633181,PRJNA554750,SAMN12282975,soil metagenome,,37.76,119.15
SRR9691044,wetland,1.231077595,0.556735179,PRJNA554750,SAMN12282976,soil metagenome,,36.09,103.71
SRR9691045,wetland,0.914365052,0.366175571,PRJNA554750,SAMN12282977,soil metagenome,,33.23,118.33
SRR9691046,wetland,3.301307858,1.207490281,PRJNA554750,SAMN12282978,soil metagenome,,31.71,117.33
SRR9691047,wetland,0.849135515,0.603831999,PRJNA554750,SAMN12282971,soil metagenome,,40.9,121.83
SRR9691049,wetland,2.456023533,0.860079277,PRJNA554750,SAMN12282973,soil metagenome,,38.96,115.95
SRR9691050,wetland,7.670633512,0.821428325,PRJNA554750,SAMN12282974,soil metagenome,,38.56,106.19
SRR9691051,wetland,16.94016548,0.473654502,PRJNA554750,SAMN12282969,soil metagenome,,45.07,122.31
SRR9691052,wetland,2.447252103,1.878547103,PRJNA554750,SAMN12282970,soil metagenome,,43.62,116.71
SRR9691054,wetland,7.72538942,0.387925341,PRJNA554750,SAMN12282962,soil metagenome,,49.32,117.67
SRR9691055,wetland,0.602432681,0.383527004,PRJNA554750,SAMN12282963,soil metagenome,,48.26,134.66
SRR9691056,wetland,2.41343195,1.569580253,PRJNA554750,SAMN12282964,soil metagenome,,47.19,124.22
SRR9691057,wetland,10.48304876,2.447402243,PRJNA554750,SAMN12282965,soil metagenome,,46.83,130.31
SRR9691058,wetland,12.04825495,0.261882938,PRJNA554750,SAMN12282966,soil metagenome,,46.53,125.19
SRR9691059,wetland,6.676201314,1.839805486,PRJNA554750,SAMN12282967,soil metagenome,,45.78,126.55
SRR9691060,wetland,3.028553527,2.958729676,PRJNA554750,SAMN12282968,soil metagenome,,45.36,132.32
